customer_id,first_name,last_name,gender,birth_date,email,phone,city,country,profession,risk_level
1876,Jeannine,Baron,F,1957-03-14,rollandmichelle@example.com,+33 (0)6 98 85 48 33,Sainte Corinne,Côte d'Ivoire,Banquier,LOW
1877,Paul,Blanchard,M,2006-12-18,marieberthelot@example.org,01 42 60 14 57,Brunet-sur-Rolland,Côte d'Ivoire,Médecin,LOW
1878,Daniel,Maréchal,M,1978-08-11,royernicole@example.net,0240970150,Sainte Colettedan,Côte d'Ivoire,Avocat,LOW
1879,Christelle,Leroy,F,1987-08-05,adelelegrand@example.net,+33 1 74 18 28 52,Dumas,Côte d'Ivoire,Banquier,LOW
1880,Denis,Moreno,M,1976-03-12,royerhortense@example.net,+33 6 89 58 29 15,Lefortboeuf,Côte d'Ivoire,Médecin,LOW
1881,Isaac,Denis,M,1950-11-02,zlecomte@example.net,02 30 49 20 75,HernandezBourg,Côte d'Ivoire,Médecin,MEDIUM
1882,Marcelle,Vidal,F,1965-12-04,lgomez@example.com,+33 5 32 25 91 88,Jacquot,Côte d'Ivoire,Banquier,HIGH
1883,Arthur,Colin,M,1966-01-06,cpetitjean@example.org,06 35 72 44 34,Lombard,Côte d'Ivoire,Enseignant,LOW
1884,Marianne,Bailly,F,1987-12-12,fpaul@example.org,04 94 71 56 43,LabbéVille,Côte d'Ivoire,Informaticien,MEDIUM
1885,Constance,Bonneau,F,2007-11-24,ledouxsusan@example.org,0146424796,Saint Michelle,Côte d'Ivoire,Entrepreneur,LOW
1886,Anaïs,Duhamel,F,1965-02-10,brunelchristophe@example.com,0699376242,Weber-les-Bains,Côte d'Ivoire,Avocat,MEDIUM
1887,Charlotte,Poulain,F,1963-05-21,arthurlouis@example.com,+33 1 78 91 40 15,Turpin,Côte d'Ivoire,Comptable,LOW
1888,Isabelle,Nicolas,F,1993-12-10,chretienceline@example.org,+33 5 40 41 47 56,Richard-sur-Dubois,Côte d'Ivoire,Entrepreneur,LOW
1889,Anouk,Barbe,F,1963-09-02,juliettehubert@example.org,0423742298,Samson,Côte d'Ivoire,Commerçant,MEDIUM
1890,Margot,Chauvet,F,1973-12-20,elemonnier@example.com,+33 (0)4 89 39 02 26,Traore,Côte d'Ivoire,Banquier,MEDIUM
1891,Madeleine,Turpin,F,1995-02-27,annegermain@example.org,+33 (0)3 57 29 90 90,Sainte Théophile,Côte d'Ivoire,Ingénieur,HIGH
1892,Susanne,Cordier,F,1950-03-05,thibaut27@example.net,03 84 55 40 42,Denis,Côte d'Ivoire,Comptable,LOW
1893,Noémi,Legendre,F,1979-02-08,moniquemunoz@example.net,+33 (0)5 81 75 49 39,Schneider,Côte d'Ivoire,Enseignant,LOW
1894,Hortense,Pottier,F,1984-09-03,bcoste@example.com,0362925287,Lemonnier-sur-Mer,Côte d'Ivoire,Informaticien,LOW
1895,Jacques,Pineau,M,1959-01-22,valeriegros@example.org,+33 3 83 07 34 53,Girard,Côte d'Ivoire,Commerçant,LOW
1896,Éric,Rolland,M,1974-05-15,eugene22@example.com,03 86 09 85 37,Lefèvre,Côte d'Ivoire,Avocat,MEDIUM
1897,Isabelle,Rolland,F,1969-03-06,bretondavid@example.com,+33 (0)2 54 32 51 07,Sainte Agatheboeuf,Côte d'Ivoire,Entrepreneur,LOW
1898,Zoé,Vincent,F,2000-04-14,luce04@example.org,+33 4 57 56 41 19,Barbier-sur-Guichard,Côte d'Ivoire,Avocat,MEDIUM
1899,Michelle,Fernandez,F,1954-07-13,nicolas80@example.com,+33 (0)2 34 35 05 34,Adam-sur-Ledoux,Côte d'Ivoire,Informaticien,LOW
1900,Antoinette,Chauvet,F,1994-02-03,vmasson@example.net,04 69 57 16 63,Buisson,Côte d'Ivoire,Entrepreneur,MEDIUM
1901,Christelle,Lopes,F,1973-06-13,alfredperret@example.org,02 58 18 56 35,Petit,Côte d'Ivoire,Comptable,HIGH
1902,Adélaïde,Albert,F,1975-03-27,bouvieraugustin@example.com,+33 1 79 59 86 85,Valentindan,Côte d'Ivoire,Étudiant,LOW
1903,Suzanne,Garnier,F,1966-05-28,mariannefabre@example.net,01 49 80 90 10,Sainte Paulettenec,Côte d'Ivoire,Entrepreneur,LOW
1904,Brigitte,Girard,F,1995-06-08,josephinegerard@example.com,+33 (0)3 60 04 61 63,BarbeBourg,Côte d'Ivoire,Entrepreneur,LOW
1905,Lucas,Grégoire,M,1977-10-09,emmanuel85@example.com,+33 (0)4 88 09 65 68,Thierry-les-Bains,Côte d'Ivoire,Étudiant,MEDIUM
1906,Laurent,Voisin,M,1957-07-23,richardchristiane@example.org,02 97 08 14 72,Albert,Côte d'Ivoire,Étudiant,LOW
1907,François,Benard,M,1974-02-26,alfred78@example.org,+33 (0)3 67 06 97 89,Techer-sur-Colas,Côte d'Ivoire,Avocat,LOW
1908,Michelle,Henry,F,1989-03-26,adelaide49@example.net,+33 5 56 71 46 74,Da Silva-sur-Gay,Côte d'Ivoire,Étudiant,LOW
1909,Monique,Laine,F,1980-08-17,xlebreton@example.org,0761164560,Laroche,Côte d'Ivoire,Étudiant,MEDIUM
1910,Thibaut,Poulain,M,2001-06-12,tguillaume@example.org,+33 (0)1 75 73 92 00,Lévêque,Côte d'Ivoire,Enseignant,LOW
1911,Rémy,Perrot,M,1974-09-26,patricia33@example.com,06 98 30 31 67,LeducBourg,Côte d'Ivoire,Informaticien,LOW
1912,Théodore,Renard,M,2002-09-18,xnicolas@example.com,02 90 01 24 02,Charpentier,Côte d'Ivoire,Étudiant,MEDIUM
1913,Jean,Lebrun,M,1947-03-12,le-gofftheodore@example.net,+33 (0)1 64 99 83 97,Lefortdan,Côte d'Ivoire,Informaticien,LOW
1914,Georges,Dijoux,M,1980-04-13,tdufour@example.com,+33 (0)5 35 30 34 38,Leleu,Côte d'Ivoire,Comptable,HIGH
1915,Xavier,Lopez,M,1947-06-13,blinedouard@example.com,+33 4 69 29 49 30,Jacquot-la-Forêt,Côte d'Ivoire,Entrepreneur,MEDIUM
1916,Bernard,Navarro,M,1984-03-28,rbouvier@example.com,02 90 89 73 51,Seguinnec,Côte d'Ivoire,Informaticien,MEDIUM
1917,Constance,Rodrigues,F,1968-06-30,catherinemerle@example.com,01 79 02 23 02,Renault,Côte d'Ivoire,Banquier,LOW
1918,Alex,Guichard,F,1971-08-03,gsauvage@example.org,0228589041,Lombard-les-Bains,Côte d'Ivoire,Médecin,LOW
1919,Claude,Richard,F,1968-06-30,pasquieranne@example.com,+33 (0)2 48 23 92 78,Cousin-la-Forêt,Côte d'Ivoire,Ingénieur,LOW
1920,Patrick,Bousquet,M,1987-05-17,guillonfrederique@example.com,+33 5 59 15 27 69,Courtois,Côte d'Ivoire,Ingénieur,LOW
1921,Lorraine,Bailly,F,1966-03-11,alexandrerodrigues@example.org,0279488631,Pinto,Côte d'Ivoire,Informaticien,LOW
1922,Georges,Pinto,M,1950-10-21,aimee03@example.org,+33 (0)1 58 26 69 14,Saint Margueritenec,Côte d'Ivoire,Banquier,LOW
1923,Adèle,Jacob,F,1951-05-19,aubrycecile@example.org,+33 (0)2 41 99 25 69,Bailly,Côte d'Ivoire,Informaticien,LOW
1924,Véronique,Lejeune,F,1983-09-12,stephaneandre@example.org,+33 4 11 14 13 18,Saint DominiqueBourg,Côte d'Ivoire,Ingénieur,LOW
1925,Marcelle,Petit,F,1968-11-01,rochermaryse@example.org,+33 4 70 17 90 44,Morelboeuf,Côte d'Ivoire,Banquier,LOW
1926,Marc,Martin,M,1984-07-15,sophie06@example.com,+33 (0)4 50 87 83 10,Duval,Côte d'Ivoire,Enseignant,MEDIUM
1927,Julie,Monnier,F,1997-06-29,umaillard@example.com,+33 2 90 75 79 40,Pages-la-Forêt,Côte d'Ivoire,Banquier,LOW
1928,Alexandrie,Louis,F,1960-03-11,qaubry@example.net,01 34 93 39 13,Letellier-la-Forêt,Côte d'Ivoire,Comptable,LOW
1929,Benjamin,Lemoine,M,2001-02-03,eribeiro@example.org,01 45 32 67 53,Saint Adèledan,Côte d'Ivoire,Étudiant,LOW
1930,Nicole,Guillot,F,1951-07-16,faureandre@example.net,04 79 46 12 53,Morelnec,Côte d'Ivoire,Informaticien,MEDIUM
1931,Guy,Lefebvre,M,1949-10-03,brigitte48@example.com,04 57 86 98 94,FleuryBourg,Côte d'Ivoire,Entrepreneur,MEDIUM
1932,Suzanne,Richard,F,2006-09-12,annegautier@example.org,+33 (0)6 32 70 17 73,Bouvier-la-Forêt,Côte d'Ivoire,Médecin,LOW
1933,Théophile,Philippe,M,2000-08-16,sylvieda-silva@example.com,+33 (0)2 46 17 19 60,Sainte Laetitia,Côte d'Ivoire,Ingénieur,MEDIUM
1934,Alexandre,Picard,M,2008-04-24,royersebastien@example.com,+33 (0)4 91 59 67 43,Rey,Côte d'Ivoire,Banquier,LOW
1935,Xavier,Peltier,M,1980-11-22,margaud96@example.net,0516239170,Petitjean,Côte d'Ivoire,Informaticien,LOW
1936,Hortense,Alves,F,1962-03-02,boulaybertrand@example.com,+33 5 31 65 36 19,Jourdandan,Côte d'Ivoire,Étudiant,LOW
1937,Georges,Duval,M,1976-07-01,helenebailly@example.com,+33 4 23 87 23 85,Malletboeuf,Côte d'Ivoire,Entrepreneur,LOW
1938,Vincent,Berger,M,2002-06-09,christianedelmas@example.com,02 35 41 34 93,Sainte Julienec,Côte d'Ivoire,Entrepreneur,LOW
1939,Matthieu,Fontaine,M,1974-11-13,poulainaimee@example.net,+33 (0)6 83 57 92 11,Dufourboeuf,Côte d'Ivoire,Enseignant,MEDIUM
1940,Alexandre,Carlier,M,1993-01-15,alexandriehamel@example.com,04 58 63 98 97,Saint Théodore,Côte d'Ivoire,Banquier,LOW
1941,Vincent,Techer,M,1989-07-12,agnes70@example.org,+33 3 85 27 18 66,Fernandes-sur-Étienne,Côte d'Ivoire,Enseignant,LOW
1942,Margot,Marchand,F,1986-09-13,boulangerandre@example.net,+33 5 34 00 01 10,Sainte AudreyBourg,Côte d'Ivoire,Étudiant,LOW
1943,Marc,Guérin,M,2003-02-25,jolivier@example.com,0229213008,Joly-sur-Mer,Côte d'Ivoire,Informaticien,MEDIUM
1944,Madeleine,Chartier,F,1971-02-16,salmonmaggie@example.net,06 82 33 10 44,Denisdan,Côte d'Ivoire,Banquier,LOW
1945,Suzanne,Techer,F,1962-04-01,uetienne@example.net,02 18 92 21 88,Joly,Côte d'Ivoire,Étudiant,LOW
1946,Alain,Bouchet,M,1960-02-04,lainenathalie@example.com,0252761302,Pasquier,Côte d'Ivoire,Étudiant,MEDIUM
1947,Julie,Salmon,F,1953-06-30,praynaud@example.com,+33 4 71 99 16 76,Garcia,Côte d'Ivoire,Banquier,LOW
1948,Gérard,Caron,M,1960-11-28,delannoyhenriette@example.net,+33 3 27 52 82 67,Saint Alex-sur-Mer,Côte d'Ivoire,Étudiant,HIGH
1949,Susan,Guillon,F,1963-04-10,camille22@example.com,+33 5 58 44 48 43,Gosselinnec,Côte d'Ivoire,Médecin,LOW
1950,Claude,Marie,F,2004-12-03,sanchezthierry@example.org,+33 1 74 64 09 80,Guilbert,Côte d'Ivoire,Commerçant,LOW
1951,Paul,Voisin,M,1951-05-16,timothee59@example.net,+33 (0)5 33 27 87 90,Hamon,Côte d'Ivoire,Informaticien,LOW
1952,Capucine,Lagarde,F,1955-12-01,delannoynathalie@example.com,03 75 72 16 26,PagesVille,Côte d'Ivoire,Commerçant,LOW
1953,Franck,Rodrigues,M,1958-07-10,danielle41@example.net,+33 (0)3 25 95 59 99,Bigot-sur-Mer,Côte d'Ivoire,Informaticien,MEDIUM
1954,Michel,Masse,M,1958-11-19,claudine95@example.com,+33 (0)2 77 47 41 11,Parent-sur-Mer,Côte d'Ivoire,Ingénieur,LOW
1955,Nathalie,Pineau,F,1946-05-20,mathildeevrard@example.com,+33 4 90 67 61 12,Berthelot,Côte d'Ivoire,Informaticien,LOW
1956,Luce,Chauveau,F,2003-06-06,lucasguillaume@example.org,+33 (0)1 72 56 30 82,Brun-sur-Techer,Côte d'Ivoire,Médecin,LOW
1957,Gilbert,Diaz,M,1983-08-04,danielleturpin@example.org,+33 2 46 07 88 31,Bousquet,Côte d'Ivoire,Ingénieur,LOW
1958,Sabine,Rolland,F,1994-04-26,wbenard@example.com,0279207201,Pons-sur-Simon,Côte d'Ivoire,Médecin,MEDIUM
1959,Lucie,Dos Santos,F,1982-08-25,rfleury@example.org,02 99 79 63 65,Saint Laurenceboeuf,Côte d'Ivoire,Entrepreneur,LOW
1960,Marthe,Rémy,F,1951-10-18,moreauaimee@example.org,+33 (0)2 48 94 84 22,Giraud-sur-Mer,Côte d'Ivoire,Informaticien,LOW
1961,André,Richard,M,1959-11-08,cdubois@example.org,+33 3 80 50 28 30,Laroche,Côte d'Ivoire,Avocat,LOW
1962,Laetitia,Normand,F,1955-04-07,louis75@example.org,+33 (0)5 82 92 80 91,Lacombenec,Côte d'Ivoire,Informaticien,LOW
1963,Geneviève,Denis,F,1974-04-18,yraymond@example.net,04 65 03 30 45,Fleury,Côte d'Ivoire,Comptable,LOW
1964,Anouk,Moreau,F,1972-01-31,nguyenanais@example.com,01 39 08 44 58,Saint Vincent,Côte d'Ivoire,Ingénieur,LOW
1965,Victor,Gauthier,M,1978-11-28,jribeiro@example.net,03 23 80 92 41,Sainte Aiméboeuf,Côte d'Ivoire,Comptable,LOW
1966,Agnès,Guibert,F,1987-01-28,kchauvet@example.net,02 38 31 52 55,Rocher,Côte d'Ivoire,Enseignant,MEDIUM
1967,Jacqueline,Grenier,F,1956-08-23,margaudcourtois@example.org,0352774354,Sainte Colette,Côte d'Ivoire,Commerçant,LOW
1968,Luc,Roger,M,1968-09-14,jeanninemarchal@example.org,+33 (0)2 32 15 25 58,Arnauddan,Côte d'Ivoire,Banquier,LOW
1969,Sophie,Fischer,F,1982-07-19,andreefournier@example.org,+33 (0)5 96 48 90 30,Pelletier,Côte d'Ivoire,Banquier,MEDIUM
1970,Claude,Robert,F,1993-09-01,ilemaire@example.com,+33 (0)4 67 22 93 55,Peltier,Côte d'Ivoire,Informaticien,LOW
1971,Mathilde,Godard,F,2005-05-30,benjamingermain@example.net,0554757799,Saint Maggie-sur-Mer,Côte d'Ivoire,Commerçant,LOW
1972,Maurice,Allain,M,1999-11-05,alfredneveu@example.com,0638627451,Sainte Adrienboeuf,Côte d'Ivoire,Ingénieur,MEDIUM
1973,Rémy,Masse,M,1977-03-15,boulayfranck@example.com,+33 3 28 13 36 89,BonnetVille,Côte d'Ivoire,Informaticien,LOW
1974,Élodie,Maillard,F,1976-10-11,vbazin@example.org,+33 3 70 07 46 11,Foucher,Côte d'Ivoire,Informaticien,LOW
1975,Valentine,Verdier,F,2005-09-21,chantalduval@example.net,0536033878,Labbéboeuf,Côte d'Ivoire,Ingénieur,LOW
1976,David,Blanchet,M,1970-06-13,pblanchet@example.org,0375976309,Saint Charlotte,Côte d'Ivoire,Comptable,MEDIUM
1977,Georges,Mahe,M,1985-07-19,laetitia99@example.net,0427574441,Sainte Anne,Côte d'Ivoire,Banquier,LOW
1978,Denise,Bernier,F,1974-07-27,aliceriou@example.com,0372475916,Sainte Paul,Côte d'Ivoire,Avocat,LOW
1979,Jean,Delorme,M,1989-12-17,julietteblondel@example.com,+33 (0)6 35 99 65 85,Guillou-sur-Mer,Côte d'Ivoire,Enseignant,LOW
1980,Yves,Mahe,M,1968-01-09,zchartier@example.net,+33 (0)5 18 78 43 40,Lemonnier-sur-Mer,Côte d'Ivoire,Informaticien,LOW
1981,Andrée,Pichon,F,1989-12-15,torreszoe@example.com,05 33 13 50 07,Joubert-sur-Mer,Côte d'Ivoire,Entrepreneur,LOW
1982,Léon,Guillon,M,1956-03-29,laurentphilippe@example.net,0434033699,Leblanc-sur-Dumont,Côte d'Ivoire,Ingénieur,LOW
1983,Robert,Le Roux,M,1991-12-30,petitjeanjulien@example.org,+33 (0)2 62 65 32 73,Lemonnier,Côte d'Ivoire,Étudiant,MEDIUM
1984,Xavier,Lacombe,M,1968-02-07,jacquetlaurence@example.com,+33 4 11 90 32 23,Leduc,Côte d'Ivoire,Informaticien,LOW
1985,Patrick,Sanchez,M,1965-06-13,vraymond@example.org,+33 4 91 55 57 02,Saint Antoinette,Côte d'Ivoire,Enseignant,LOW
1986,Bertrand,Lelièvre,M,1962-09-09,leclercqastrid@example.com,0493947612,Saint MargaudBourg,Côte d'Ivoire,Enseignant,MEDIUM
1987,Claudine,Martel,F,1991-08-24,humbertvictor@example.org,05 53 12 22 83,Sainte Alice,Côte d'Ivoire,Comptable,MEDIUM
1988,Lucie,Jacquet,F,1974-02-08,paul04@example.com,0474595026,Munoz,Côte d'Ivoire,Comptable,LOW
1989,Jacques,Gilbert,M,1946-01-10,fdidier@example.net,0364327639,Bonnet-sur-Charles,Côte d'Ivoire,Comptable,MEDIUM
1990,Yves,Bouchet,M,1947-12-26,dijouxjoseph@example.net,+33 5 46 96 26 90,Torres,Côte d'Ivoire,Ingénieur,LOW
1991,Éléonore,Gérard,F,1949-10-19,vbesson@example.net,+33 (0)5 47 17 90 67,Saint Zacharie,Côte d'Ivoire,Enseignant,LOW
1992,Yves,Nicolas,M,1957-04-29,lefevremarc@example.net,+33 3 86 49 07 69,GoncalvesBourg,Côte d'Ivoire,Banquier,LOW
1993,Monique,Vidal,F,1995-02-15,courtoismanon@example.org,+33 3 72 91 92 96,Caron-sur-Marie,Côte d'Ivoire,Avocat,LOW
1994,Adrien,Marques,M,1960-11-03,voisinemile@example.org,+33 5 59 00 82 28,Guibert,Côte d'Ivoire,Entrepreneur,LOW
1995,Nicolas,Hebert,M,1996-07-08,jules70@example.com,0474788728,Bonnet,Côte d'Ivoire,Entrepreneur,LOW
1996,Luc,Leclercq,M,1955-11-01,marinepeltier@example.net,+33 (0)2 28 26 98 04,Legros,Côte d'Ivoire,Ingénieur,MEDIUM
1997,Marc,Poulain,M,1979-10-28,guillaume47@example.com,+33 (0)5 59 06 47 24,Schmitt,Côte d'Ivoire,Ingénieur,LOW
1998,Jules,Pinto,M,1960-05-18,ddias@example.net,0647884070,Maillard-sur-Delattre,Côte d'Ivoire,Entrepreneur,MEDIUM
1999,Margaud,Voisin,F,1977-06-06,ddiallo@example.com,+33 (0)2 72 98 89 72,Schneider-les-Bains,Côte d'Ivoire,Informaticien,LOW
2000,Luc,Barbe,M,1949-09-30,denisecaron@example.com,+33 (0)5 18 41 70 05,Teixeira,Côte d'Ivoire,Médecin,LOW
2001,Astrid,Imbert,F,1980-09-07,vfontaine@example.com,01 42 31 66 47,Tessier-sur-Bousquet,Côte d'Ivoire,Banquier,LOW
2002,Arthur,Meunier,M,1977-04-20,gerardroger@example.com,+33 4 93 35 41 60,Saint Laetitia-la-Forêt,Côte d'Ivoire,Entrepreneur,LOW
2003,Roger,Lefebvre,M,1981-02-12,sbernard@example.org,01 30 86 71 52,Sainte Chantal,Côte d'Ivoire,Informaticien,LOW
2004,Victor,Henry,M,1994-11-18,georgesvalerie@example.com,+33 (0)4 37 33 68 95,Godardnec,Côte d'Ivoire,Étudiant,LOW
2005,Maurice,Bonnin,M,1955-11-24,antoinette10@example.com,+33 (0)2 34 09 00 70,Sainte Frédériqueboeuf,Côte d'Ivoire,Avocat,LOW
2006,Alexandre,Pages,M,1957-08-05,guichardbenoit@example.org,0442972392,Saint Alexandre,Côte d'Ivoire,Avocat,HIGH
2007,Diane,Legendre,F,2006-11-26,nmarchal@example.net,04 20 75 39 65,Bouvet-sur-Sauvage,Côte d'Ivoire,Avocat,LOW
2008,Marcelle,Adam,F,2002-02-25,adelaidefernandes@example.com,0320041641,Merle,Côte d'Ivoire,Commerçant,LOW
2009,Franck,Besnard,M,1965-06-05,bazinclaude@example.com,+33 (0)3 45 37 93 76,Traoredan,Côte d'Ivoire,Enseignant,MEDIUM
2010,Monique,Joubert,F,1953-06-01,agosselin@example.net,0484717490,Dijoux,Côte d'Ivoire,Informaticien,LOW
2011,Henri,Chauvet,M,1994-10-25,gblondel@example.org,0423990803,Gaudin,Côte d'Ivoire,Ingénieur,LOW
2012,Noémi,Picard,F,1964-11-07,parentagathe@example.com,0413509998,Lacroix-les-Bains,Côte d'Ivoire,Commerçant,LOW
2013,Josette,Besson,F,1997-08-16,timotheerodrigues@example.com,+33 (0)2 37 11 08 51,Deschampsnec,Côte d'Ivoire,Entrepreneur,MEDIUM
2014,Pauline,Gros,F,1987-01-24,jeannine32@example.org,+33 4 91 96 18 30,Ramos-sur-Mer,Côte d'Ivoire,Ingénieur,LOW
2015,Victor,Paris,M,1992-09-30,thierryaugustin@example.org,+33 5 61 42 59 72,Sainte Claude,Côte d'Ivoire,Avocat,LOW
2016,Jacques,Collet,M,1982-10-11,valentinebruneau@example.net,02 41 92 14 74,Chauveau-sur-Gimenez,Côte d'Ivoire,Informaticien,LOW
2017,Guillaume,Cohen,M,1966-05-02,sthomas@example.org,+33 6 32 17 84 72,Sainte AuroreBourg,Côte d'Ivoire,Commerçant,MEDIUM
2018,Suzanne,Vidal,F,1979-07-15,elise04@example.com,+33 3 28 67 69 88,De Sousa-sur-Pruvost,Côte d'Ivoire,Banquier,LOW
2019,Susan,Lelièvre,F,1968-01-29,roger58@example.com,04 49 13 40 19,Mace,Côte d'Ivoire,Commerçant,MEDIUM
2020,Frédérique,Legros,F,2006-03-06,blotvincent@example.net,03 29 75 19 34,MenardVille,Côte d'Ivoire,Commerçant,LOW
2021,Cécile,Brunet,F,2002-10-04,zoe84@example.com,03 81 65 61 15,Lenoirnec,Côte d'Ivoire,Commerçant,LOW
2022,Daniel,Munoz,M,1954-07-31,charlesturpin@example.org,04 80 94 80 53,Sainte Arthur-les-Bains,Côte d'Ivoire,Enseignant,LOW
2023,Christelle,Lebreton,F,1988-10-31,olivier30@example.org,03 26 71 86 24,Pineau,Côte d'Ivoire,Ingénieur,MEDIUM
2024,Joseph,Humbert,M,1958-05-17,duvalgilles@example.net,+33 (0)3 61 80 78 28,GimenezVille,Côte d'Ivoire,Commerçant,MEDIUM
2025,Nicole,Delattre,F,1950-11-09,marthe45@example.net,0547635654,Saint Jacques-les-Bains,Côte d'Ivoire,Médecin,LOW
2026,Jean,Joly,M,1950-10-01,margaudbarbe@example.net,05 81 90 59 46,Delannoy-sur-Seguin,Côte d'Ivoire,Informaticien,MEDIUM
2027,Marcelle,Roger,F,1982-02-09,marinerossi@example.com,01 64 52 03 13,Chauvet,Côte d'Ivoire,Étudiant,LOW
2028,Richard,Berthelot,M,2004-07-30,yrobin@example.net,+33 3 61 20 36 68,Cousin-les-Bains,Côte d'Ivoire,Ingénieur,LOW
2029,Matthieu,Bouvet,M,1978-04-11,bdufour@example.net,0344728760,Gérard,Côte d'Ivoire,Étudiant,LOW
2030,Adèle,Bodin,F,2007-09-09,jpons@example.org,0587106283,Da Costa,Côte d'Ivoire,Informaticien,LOW
2031,Marie,Faivre,F,1997-01-27,christiane35@example.com,+33 3 52 27 70 04,Benoit,Côte d'Ivoire,Commerçant,MEDIUM
2032,Jean,Laporte,M,1969-10-31,dcarpentier@example.org,03 66 22 85 70,Lacombe,Côte d'Ivoire,Entrepreneur,MEDIUM
2033,Édouard,Adam,M,1948-06-01,vincentle-goff@example.com,0556893977,Sainte François,Côte d'Ivoire,Enseignant,LOW
2034,Caroline,Legros,F,1978-01-05,alvessimone@example.net,04 38 67 38 65,RaynaudVille,Côte d'Ivoire,Commerçant,LOW
2035,Lucy,Lopes,F,1980-08-12,oceane67@example.net,+33 3 60 22 91 24,Marionboeuf,Côte d'Ivoire,Étudiant,LOW
2036,Marthe,Joubert,F,1977-03-27,aleroy@example.net,02 99 39 45 99,Leroux,Côte d'Ivoire,Commerçant,LOW
2037,Paulette,Paris,F,1947-09-27,bpasquier@example.net,0359012033,Gros-sur-Leroy,Côte d'Ivoire,Entrepreneur,LOW
2038,Charles,Guillot,M,1994-08-31,wrobin@example.com,+33 3 68 35 68 90,Lévy,Côte d'Ivoire,Entrepreneur,MEDIUM
2039,Astrid,Morel,F,1982-05-19,ferreiraaimee@example.org,+33 6 33 43 56 70,Bousquet,Côte d'Ivoire,Ingénieur,LOW
2040,Stéphanie,Marin,F,1956-11-07,uguerin@example.com,0579957945,Leblancboeuf,Côte d'Ivoire,Avocat,LOW
2041,Michèle,Tessier,F,1947-04-22,tristan36@example.org,+33 (0)5 94 14 85 41,Hubertboeuf,Côte d'Ivoire,Informaticien,MEDIUM
2042,Édouard,Blot,M,1966-11-15,nicoledupre@example.com,+33 1 82 78 82 16,Pereira,Côte d'Ivoire,Informaticien,LOW
2043,Arthur,Bourdon,M,1988-05-22,ericribeiro@example.com,04 50 45 20 30,Reynaud,Côte d'Ivoire,Avocat,MEDIUM
2044,Nathalie,Salmon,F,1987-12-20,celina30@example.net,+33 4 57 03 53 21,Gallet,Côte d'Ivoire,Commerçant,LOW
2045,Lorraine,Renault,F,1946-03-25,isabellebourgeois@example.com,+33 4 43 09 41 21,Morelboeuf,Côte d'Ivoire,Commerçant,LOW
2046,Vincent,Gaillard,M,1969-08-21,umasse@example.net,+33 (0)1 53 47 94 12,Brunet,Côte d'Ivoire,Ingénieur,LOW
2047,Marguerite,Hernandez,F,1973-04-01,fernandezfrancoise@example.net,+33 (0)2 48 34 34 85,Muller-sur-Mer,Côte d'Ivoire,Médecin,MEDIUM
2048,Franck,Brunel,M,1997-10-12,ljacquot@example.com,05 58 12 73 42,Saint HenriVille,Côte d'Ivoire,Informaticien,LOW
2049,Émile,Legendre,M,1951-06-14,constanceperez@example.org,+33 (0)2 35 49 48 02,Laine-sur-Marion,Côte d'Ivoire,Banquier,LOW
2050,Anaïs,Berthelot,F,1982-08-31,delormealex@example.net,04 58 52 31 91,Maury-sur-Da Silva,Côte d'Ivoire,Informaticien,MEDIUM
2051,Pierre,Brunet,M,1950-05-07,leonlebrun@example.com,+33 2 36 72 36 67,Sainte Michèle,Côte d'Ivoire,Enseignant,LOW
2052,Antoinette,Guillet,F,1951-05-14,beguemartin@example.net,+33 (0)2 48 87 40 50,Saint Michelle-sur-Mer,Côte d'Ivoire,Avocat,LOW
2053,Constance,Simon,F,1997-07-12,richardcharles@example.net,0579071487,BarreVille,Côte d'Ivoire,Étudiant,LOW
2054,Paul,De Sousa,M,1969-03-04,agatheneveu@example.net,02 85 31 63 16,Saint Margaud,Côte d'Ivoire,Enseignant,LOW
2055,Zoé,Clerc,F,1979-11-11,morinmanon@example.net,+33 (0)4 70 70 39 96,Lopez,Côte d'Ivoire,Ingénieur,LOW
2056,Pauline,Alexandre,F,2004-10-03,asimon@example.com,0549966932,Carpentier,Côte d'Ivoire,Ingénieur,LOW
2057,Susan,Lopez,F,1947-07-27,vnicolas@example.net,0141097140,De Oliveira-sur-Mer,Côte d'Ivoire,Informaticien,LOW
2058,Jeanne,Vidal,F,1960-04-15,martin06@example.com,04 49 48 88 39,Berger,Côte d'Ivoire,Comptable,LOW
2059,Nicolas,Daniel,M,1986-05-23,verdierclemence@example.org,+33 4 75 82 58 54,Gomes,Côte d'Ivoire,Avocat,MEDIUM
2060,Bertrand,Lecomte,M,1987-10-13,bruneauastrid@example.org,+33 4 68 82 36 78,Leclercdan,Côte d'Ivoire,Médecin,HIGH
2061,Eugène,Delaunay,M,2005-04-29,williamguillot@example.net,+33 (0)1 58 43 64 75,Langloisnec,Côte d'Ivoire,Avocat,LOW
2062,Paulette,Paris,F,1980-10-10,egallet@example.net,0238637120,DumasBourg,Côte d'Ivoire,Entrepreneur,MEDIUM
2063,Michel,Le Roux,M,1969-01-25,hortensepichon@example.com,01 69 14 58 40,HenryBourg,Côte d'Ivoire,Commerçant,LOW
2064,Juliette,Fleury,F,1999-12-19,lemaitrebrigitte@example.org,+33 (0)4 68 36 11 68,LemaireBourg,Côte d'Ivoire,Avocat,LOW
