account_id,customer_id,account_number,account_type,currency,balance,open_date,status
5981,3000,13156091318255110349985,SAVINGS,XOF,3775583.28,2018-07-22,ACTIVE
5982,3001,91218216087999968032452,BUSINESS,XOF,8597369.6,2023-03-19,ACTIVE
5983,3001,98892159423773296413565,BUSINESS,XOF,2086416.96,2019-11-11,ACTIVE
5984,3002,4352731588619045236567,CHECKING,XOF,6917827.4,2024-05-07,ACTIVE
5985,3002,81947447336635720994494,CHECKING,XOF,8931699.27,2016-08-24,ACTIVE
5986,3003,94922616111376923903490,SAVINGS,XOF,6075777.73,2022-01-26,ACTIVE
5987,3003,41089283263280858555197,SAVINGS,XOF,306944.42,2018-03-28,ACTIVE
5988,3003,77395517663294772695532,BUSINESS,XOF,5235538.91,2026-02-09,ACTIVE
5989,3004,45729396808354908699336,CHECKING,XOF,580056.12,2025-12-02,ACTIVE
5990,3004,55614205334086839383983,CHECKING,XOF,2356993.8,2022-02-04,ACTIVE
5991,3004,5550033302739496855712,SAVINGS,XOF,6874605.13,2023-04-17,BLOCKED
5992,3005,43015033431439561959873,SAVINGS,XOF,4745282.36,2020-12-27,ACTIVE
5993,3005,52622106317145487626447,SAVINGS,XOF,9570145.98,2023-11-29,ACTIVE
5994,3005,87475672696890043374973,SAVINGS,XOF,4293497.71,2024-07-22,ACTIVE
5995,3006,81403803197784446469137,CHECKING,XOF,6819705.59,2019-01-21,ACTIVE
5996,3007,75646140466045514815496,CHECKING,XOF,7368770.11,2018-08-14,ACTIVE
5997,3007,3697768268955329286137,SAVINGS,XOF,5000615.48,2017-09-10,ACTIVE
5998,3008,34363856493163707495835,CHECKING,XOF,8506131.04,2025-09-15,ACTIVE
5999,3008,11552406993117665450522,SAVINGS,XOF,2416194.41,2026-01-03,ACTIVE
6000,3009,88157444313800513448384,CHECKING,XOF,1813372.11,2018-12-18,ACTIVE
6001,3009,47242701171359486861409,CHECKING,XOF,8373747.04,2023-02-22,ACTIVE
6002,3010,49950543494103558625529,CHECKING,XOF,7063134.76,2019-04-23,ACTIVE
6003,3011,62616497859639067662702,CHECKING,XOF,1037358.01,2019-07-17,ACTIVE
6004,3011,60672833815512344263008,SAVINGS,XOF,8302172.27,2019-07-16,ACTIVE
6005,3011,82958130750407311863147,CHECKING,XOF,6069439.12,2018-05-27,BLOCKED
6006,3012,58926609000237385780280,CHECKING,XOF,576775.64,2018-03-01,ACTIVE
6007,3013,28912463988858737823780,SAVINGS,XOF,3722629.39,2018-08-30,ACTIVE
6008,3013,61816211156743055881146,SAVINGS,XOF,4044462.41,2020-04-17,ACTIVE
6009,3013,65119166714036406247026,CHECKING,XOF,1761335.61,2023-09-18,ACTIVE
6010,3014,81031494968656700422583,BUSINESS,XOF,83596.96,2023-01-30,ACTIVE
6011,3014,83143921783055876821338,SAVINGS,XOF,1875868.62,2020-03-12,ACTIVE
6012,3015,26319657332351156344748,CHECKING,XOF,9611005.62,2025-06-29,ACTIVE
6013,3015,79614020857882983448837,CHECKING,XOF,961075.32,2022-07-06,CLOSED
6014,3015,18576777441728895870474,CHECKING,XOF,6787689.6,2024-05-04,ACTIVE
6015,3016,12483445211953578031906,CHECKING,XOF,5465940.0,2025-08-08,ACTIVE
6016,3017,22075844421534534524996,CHECKING,XOF,8871156.36,2020-01-15,ACTIVE
6017,3017,5561037976294661590524,CHECKING,XOF,9977932.96,2021-08-02,ACTIVE
6018,3018,56283738064951225449706,CHECKING,XOF,7786431.12,2020-08-29,ACTIVE
6019,3019,46399818290905829173143,CHECKING,XOF,333816.81,2023-05-24,ACTIVE
6020,3019,50350496929528665580737,CHECKING,XOF,4135621.91,2022-06-02,ACTIVE
6021,3019,47603830456653311912928,CHECKING,XOF,2800231.38,2022-11-20,ACTIVE
6022,3020,32081213153965188999045,SAVINGS,XOF,4408493.03,2017-09-27,ACTIVE
6023,3021,21014167908555079059737,CHECKING,XOF,2420451.48,2017-09-20,ACTIVE
6024,3021,23100396361043416675536,CHECKING,XOF,9579237.67,2020-06-09,ACTIVE
6025,3022,32371856626705192347632,SAVINGS,XOF,3254338.45,2020-02-17,ACTIVE
6026,3022,85099964280853169725933,SAVINGS,XOF,6159743.38,2020-08-01,ACTIVE
6027,3023,81680835579031073852038,CHECKING,XOF,6990313.78,2020-04-12,ACTIVE
6028,3023,41735782027809683397875,SAVINGS,XOF,1276569.49,2024-07-11,ACTIVE
6029,3023,72351567466489601706309,BUSINESS,XOF,4935096.59,2020-08-16,ACTIVE
6030,3024,60461102174849795940512,CHECKING,XOF,5728056.28,2020-03-15,ACTIVE
6031,3025,3352511455033985824485,CHECKING,XOF,482341.21,2023-04-07,CLOSED
6032,3026,40014185871570911319983,SAVINGS,XOF,599699.32,2017-06-24,ACTIVE
6033,3026,82772233135732469695753,SAVINGS,XOF,4528362.18,2017-02-03,ACTIVE
6034,3026,48004146701090160935185,SAVINGS,XOF,4538904.73,2019-08-04,ACTIVE
6035,3027,78750439148846727600220,CHECKING,XOF,9772418.76,2023-03-07,ACTIVE
6036,3027,53939724256284278747755,CHECKING,XOF,7490441.09,2023-03-01,ACTIVE
6037,3027,68146170485435115879162,CHECKING,XOF,7229245.64,2024-09-18,ACTIVE
6038,3028,52042584521497672632619,CHECKING,XOF,8161564.97,2026-04-20,ACTIVE
6039,3028,70135416273114880340185,CHECKING,XOF,3637062.39,2022-12-04,ACTIVE
6040,3028,29795455075883763085107,SAVINGS,XOF,1700613.36,2025-05-10,ACTIVE
6041,3029,4314549455017125793885,SAVINGS,XOF,1037310.98,2024-07-13,BLOCKED
6042,3029,12037636703796347377429,SAVINGS,XOF,5952243.48,2022-08-05,ACTIVE
6043,3029,6680666988198088451553,SAVINGS,XOF,9041662.95,2024-02-27,ACTIVE
6044,3030,40076583413634912098769,SAVINGS,XOF,2385775.1,2021-03-25,ACTIVE
6045,3030,18254151568191424384485,CHECKING,XOF,5726361.06,2025-08-16,ACTIVE
6046,3031,86863303722182032237142,CHECKING,XOF,1572990.15,2025-10-20,BLOCKED
6047,3032,77488163090273995585412,CHECKING,XOF,70572.61,2017-10-19,ACTIVE
6048,3033,1616876437391849456899,CHECKING,XOF,1543872.53,2025-07-20,ACTIVE
6049,3033,88479954392186043245826,SAVINGS,XOF,3317190.58,2025-03-01,ACTIVE
6050,3034,48054351501132792825125,CHECKING,XOF,8847938.7,2018-01-15,ACTIVE
6051,3035,72833578424871516171483,CHECKING,XOF,7963165.23,2026-03-13,ACTIVE
6052,3035,70523805636265559239813,CHECKING,XOF,8553885.37,2024-01-02,ACTIVE
6053,3036,59048458789955225618079,SAVINGS,XOF,2851946.31,2024-02-22,ACTIVE
6054,3036,24689841474726908220137,SAVINGS,XOF,7551754.85,2017-07-22,ACTIVE
6055,3036,29778561026572048228799,SAVINGS,XOF,2948959.79,2016-11-29,ACTIVE
6056,3037,31779199413956086753621,CHECKING,XOF,1326965.68,2016-12-21,ACTIVE
6057,3038,88705617079173476239594,CHECKING,XOF,7467477.6,2019-10-14,ACTIVE
6058,3039,89405168434766288714186,CHECKING,XOF,1267624.43,2019-03-26,BLOCKED
6059,3039,66168643005423336753797,CHECKING,XOF,2705877.24,2018-06-06,ACTIVE
6060,3039,53629077305221689427795,CHECKING,XOF,4446088.53,2023-02-14,ACTIVE
6061,3040,35466404432379245749492,CHECKING,XOF,9077196.85,2016-09-09,ACTIVE
6062,3040,26144815190365421747004,SAVINGS,XOF,9514031.56,2023-09-07,ACTIVE
6063,3040,24392978779391272998336,CHECKING,XOF,4966647.67,2018-05-09,ACTIVE
6064,3041,56739787861500918256128,CHECKING,XOF,5882041.48,2018-09-22,ACTIVE
6065,3041,95551216990673719754569,CHECKING,XOF,153800.26,2024-12-19,ACTIVE
6066,3042,77093820207182534589947,SAVINGS,XOF,5665740.33,2024-09-24,ACTIVE
6067,3042,83608256006201046637991,CHECKING,XOF,9859906.84,2022-12-17,ACTIVE
6068,3043,50541616841033788014004,CHECKING,XOF,4466153.81,2025-01-28,ACTIVE
6069,3044,64822027523778011978965,CHECKING,XOF,2325030.74,2025-02-13,ACTIVE
6070,3045,87212057379090596180893,SAVINGS,XOF,2744324.42,2024-02-18,ACTIVE
6071,3045,4653873647489170675538,SAVINGS,XOF,5089415.94,2020-03-29,ACTIVE
6072,3046,47983800564002972779901,CHECKING,XOF,8973504.53,2019-06-03,ACTIVE
6073,3046,97616546345038425796526,CHECKING,XOF,6210004.27,2016-11-03,ACTIVE
6074,3047,78132877576921466045096,CHECKING,XOF,5712963.55,2021-02-18,ACTIVE
6075,3048,66368651863818730138603,SAVINGS,XOF,9024345.65,2024-11-14,ACTIVE
6076,3048,94437662698967229650488,CHECKING,XOF,615538.79,2021-12-23,ACTIVE
6077,3048,86866241213404544545714,CHECKING,XOF,3541559.59,2017-02-03,ACTIVE
6078,3049,83684372288116493502414,CHECKING,XOF,3181361.56,2024-06-14,ACTIVE
6079,3049,63419082682805492062592,SAVINGS,XOF,1400042.27,2018-06-26,ACTIVE
6080,3050,48100433287531896895715,CHECKING,XOF,6663572.89,2021-08-27,ACTIVE
6081,3051,81935628081142515324424,CHECKING,XOF,5914840.57,2024-01-12,ACTIVE
6082,3051,25692698701084048209304,CHECKING,XOF,6056618.97,2020-04-09,ACTIVE
6083,3052,52135653675823978835661,SAVINGS,XOF,8600395.58,2021-05-16,ACTIVE
6084,3052,1782512695135047408308,CHECKING,XOF,5454835.64,2018-01-27,ACTIVE
6085,3052,11324119494921755942051,CHECKING,XOF,7979960.64,2018-05-01,ACTIVE
6086,3053,68416206356186118917942,SAVINGS,XOF,5909054.11,2018-05-31,ACTIVE
6087,3053,9156440219467698611504,BUSINESS,XOF,3028598.61,2016-08-13,ACTIVE
6088,3053,80413754423211432430735,CHECKING,XOF,4317063.47,2018-10-21,ACTIVE
6089,3054,84141530783003157910386,CHECKING,XOF,2093651.15,2017-10-09,ACTIVE
6090,3054,82436614130561172391468,CHECKING,XOF,5897729.97,2017-06-06,ACTIVE
6091,3054,15749417691165407761544,CHECKING,XOF,3582894.57,2020-02-26,ACTIVE
6092,3055,30392321751752407018276,CHECKING,XOF,4675363.13,2016-09-26,ACTIVE
6093,3056,95490065791225044605442,BUSINESS,XOF,2752996.47,2026-06-08,ACTIVE
6094,3056,62580857782689721295802,CHECKING,XOF,5037044.53,2018-06-12,ACTIVE
6095,3057,39599004876520347551723,CHECKING,XOF,1925093.88,2017-04-17,ACTIVE
6096,3057,30180376187819946646679,CHECKING,XOF,7749501.07,2018-08-07,ACTIVE
6097,3057,38011481419260378275608,SAVINGS,XOF,4780870.28,2020-05-06,ACTIVE
6098,3058,91793277628254979171064,CHECKING,XOF,5081614.22,2022-05-31,ACTIVE
6099,3059,13047706662583393037535,SAVINGS,XOF,7790291.81,2022-06-11,ACTIVE
6100,3060,25575093692694088125143,SAVINGS,XOF,6378291.32,2020-07-14,ACTIVE
6101,3061,83111091571030000180764,CHECKING,XOF,5858094.33,2018-12-28,ACTIVE
6102,3061,50805120881907760285055,CHECKING,XOF,1839751.21,2022-08-18,ACTIVE
6103,3062,80918622329467668749615,CHECKING,XOF,3529924.18,2020-11-15,ACTIVE
6104,3063,5723748531208033483338,CHECKING,XOF,7570544.92,2019-10-09,CLOSED
6105,3063,17713794981063422384860,CHECKING,XOF,5526944.0,2026-02-11,ACTIVE
6106,3063,91271600304874391837067,SAVINGS,XOF,8808714.8,2018-10-02,ACTIVE
6107,3064,55481481001298158029980,SAVINGS,XOF,1699422.96,2021-02-20,ACTIVE
6108,3065,29456281827624340458344,CHECKING,XOF,5699467.39,2023-08-20,ACTIVE
6109,3065,11278956753859191280816,CHECKING,XOF,139380.11,2016-10-09,ACTIVE
6110,3066,3474649290350597384803,CHECKING,XOF,8315595.4,2019-08-01,ACTIVE
6111,3066,16215975903302423910999,CHECKING,XOF,3988026.67,2019-04-02,ACTIVE
6112,3067,74871048560646673188191,SAVINGS,XOF,530891.11,2019-02-24,ACTIVE
6113,3067,62204524532444190865657,CHECKING,XOF,1855189.9,2021-03-10,ACTIVE
6114,3068,33190690161438061184710,SAVINGS,XOF,192536.74,2024-09-02,ACTIVE
6115,3068,5423037432753171715371,CHECKING,XOF,7374551.72,2021-10-07,ACTIVE
6116,3069,87427065510865471539952,CHECKING,XOF,7631340.17,2023-08-02,ACTIVE
6117,3070,49331661741499246471212,CHECKING,XOF,2982296.9,2020-02-21,ACTIVE
6118,3071,36620179180919335168976,BUSINESS,XOF,2225816.86,2019-03-05,ACTIVE
6119,3072,74821883043178620661268,CHECKING,XOF,9651079.98,2018-05-16,BLOCKED
6120,3072,13767317933495037547685,CHECKING,XOF,4861106.09,2026-05-13,ACTIVE
6121,3072,1484521661223268786220,CHECKING,XOF,4005331.6,2023-12-01,BLOCKED
6122,3073,14131642206917110630407,CHECKING,XOF,8406226.56,2023-07-31,ACTIVE
6123,3073,38583898333418750435714,CHECKING,XOF,1302342.01,2016-08-18,ACTIVE
6124,3073,17310730414692992440167,SAVINGS,XOF,7133716.11,2020-11-11,ACTIVE
6125,3074,12248640939425174320476,CHECKING,XOF,2286550.36,2019-11-16,ACTIVE
6126,3075,45573874217500568966724,CHECKING,XOF,4449705.47,2026-01-21,ACTIVE
6127,3075,6393796456412123899709,CHECKING,XOF,2233199.32,2025-10-26,ACTIVE
6128,3076,87034483711969594132730,SAVINGS,XOF,1151088.61,2020-03-13,ACTIVE
6129,3077,36114799459559408418107,CHECKING,XOF,7126950.21,2016-08-03,BLOCKED
6130,3077,1312607344312115686838,CHECKING,XOF,9387218.92,2021-11-28,ACTIVE
6131,3077,90915816063607773482214,CHECKING,XOF,2763837.74,2023-06-05,ACTIVE
6132,3078,70454440848577826353162,BUSINESS,XOF,1970290.83,2021-04-28,ACTIVE
6133,3079,7356065972888597386834,SAVINGS,XOF,3886673.14,2022-08-29,ACTIVE
6134,3079,48272125277003980016225,BUSINESS,XOF,8943484.55,2019-12-03,ACTIVE
6135,3080,53035457949424225887226,SAVINGS,XOF,2088240.26,2021-12-16,ACTIVE
6136,3080,40860849251589806238483,CHECKING,XOF,6238638.51,2018-05-28,ACTIVE
6137,3081,32160827568135190693077,SAVINGS,XOF,8089475.69,2025-03-04,ACTIVE
6138,3081,90570127088179641920851,SAVINGS,XOF,1005367.31,2021-08-01,ACTIVE
6139,3082,7015028357100178722728,BUSINESS,XOF,8359754.97,2025-10-15,ACTIVE
6140,3083,73519977473791492027323,CHECKING,XOF,1728493.07,2019-03-20,ACTIVE
6141,3083,39463083861429008164786,CHECKING,XOF,1691157.36,2016-11-08,ACTIVE
6142,3083,45535302432429581759745,CHECKING,XOF,2669754.02,2022-09-15,ACTIVE
6143,3084,38339088773141249042497,CHECKING,XOF,2690339.03,2021-06-10,ACTIVE
6144,3084,30770871559943838590086,CHECKING,XOF,1967724.35,2017-10-23,ACTIVE
6145,3085,15164520835908798502110,CHECKING,XOF,5704874.72,2017-04-14,CLOSED
6146,3085,99392246340006094363252,CHECKING,XOF,8742093.98,2025-12-25,ACTIVE
6147,3085,9498237342776270767742,CHECKING,XOF,2257818.0,2023-12-31,ACTIVE
6148,3086,84871487034884224140313,CHECKING,XOF,5680360.58,2021-09-12,ACTIVE
6149,3087,53888999047337767476727,CHECKING,XOF,5159598.37,2020-05-27,ACTIVE
6150,3087,51071840952569024486146,CHECKING,XOF,6530105.38,2022-07-05,CLOSED
6151,3088,21218168573242786916336,CHECKING,XOF,2275229.51,2021-12-27,ACTIVE
6152,3089,52683374721931653709308,SAVINGS,XOF,4819679.39,2024-09-09,BLOCKED
6153,3089,65264560015264651498985,CHECKING,XOF,3911194.24,2016-11-24,ACTIVE
6154,3089,23489515044288602076021,CHECKING,XOF,5901713.93,2026-05-06,ACTIVE
6155,3090,31345731607408093695870,CHECKING,XOF,2207643.19,2022-01-10,ACTIVE
6156,3091,64566286800408645388112,SAVINGS,XOF,503859.94,2023-03-30,ACTIVE
6157,3091,28875362299776784919260,SAVINGS,XOF,4108599.2,2019-08-15,ACTIVE
6158,3092,29961397121164281811447,CHECKING,XOF,9562069.57,2020-08-29,ACTIVE
6159,3093,84833269331514064984816,CHECKING,XOF,517037.24,2018-01-07,ACTIVE
6160,3093,44440597477822201127029,CHECKING,XOF,7525656.06,2021-07-07,ACTIVE
6161,3094,42761066974815654037438,SAVINGS,XOF,2567790.12,2019-04-24,ACTIVE
6162,3094,59951972274326185936344,CHECKING,XOF,6795968.75,2022-03-31,ACTIVE
6163,3095,66182060907486970267215,CHECKING,XOF,9246539.9,2022-12-30,ACTIVE
6164,3096,9071084578904074067568,CHECKING,XOF,2972861.66,2024-08-30,ACTIVE
6165,3097,36409591489383832497376,CHECKING,XOF,5177704.31,2026-02-06,ACTIVE
6166,3097,22766567779202853258139,CHECKING,XOF,602805.63,2021-06-25,ACTIVE
6167,3097,40107040517709018278508,BUSINESS,XOF,1673536.93,2024-12-31,ACTIVE
6168,3098,97822971203023348077758,SAVINGS,XOF,3084113.99,2024-10-21,ACTIVE
6169,3099,41123047786676932954068,SAVINGS,XOF,8377091.15,2018-10-20,ACTIVE
6170,3099,83041517245838027849214,CHECKING,XOF,2365697.99,2020-10-11,ACTIVE
6171,3100,6694939521551802956628,CHECKING,XOF,8994755.63,2019-10-17,ACTIVE
6172,3100,74006417890668024242803,CHECKING,XOF,2673755.59,2025-07-31,ACTIVE
6173,3101,61679700169068548671267,CHECKING,XOF,275362.51,2026-03-07,ACTIVE
6174,3101,27043971623473101383524,CHECKING,XOF,2113848.45,2019-05-31,ACTIVE
6175,3101,9862296716759036878560,CHECKING,XOF,7915627.35,2026-05-15,ACTIVE
6176,3102,51973822598436328699993,BUSINESS,XOF,1834448.74,2026-07-22,ACTIVE
6177,3102,44012792054502361477354,CHECKING,XOF,8576928.7,2022-02-16,ACTIVE
6178,3102,71539955821290630722805,SAVINGS,XOF,7762134.72,2023-01-10,ACTIVE
6179,3103,92231035455123006511811,CHECKING,XOF,6472192.04,2016-12-05,ACTIVE
6180,3103,33898282237533431321629,CHECKING,XOF,7600475.42,2020-09-01,ACTIVE
6181,3103,62459801027141647516182,SAVINGS,XOF,471674.87,2024-03-04,ACTIVE
6182,3104,85732948859845381205808,CHECKING,XOF,2047481.57,2017-01-10,ACTIVE
6183,3105,64002096031089810063458,SAVINGS,XOF,6937527.12,2017-06-03,ACTIVE
6184,3106,44258232555624407584478,SAVINGS,XOF,9874177.14,2019-08-12,ACTIVE
6185,3106,13703920248211916004704,SAVINGS,XOF,7989205.57,2026-03-11,ACTIVE
6186,3106,63684151915046883765344,SAVINGS,XOF,8439205.83,2024-02-12,ACTIVE
6187,3107,36391805374973897816572,CHECKING,XOF,8285216.06,2024-01-23,ACTIVE
6188,3107,31149364877946735612858,CHECKING,XOF,6480877.41,2018-04-15,ACTIVE
6189,3107,13734181625043090997483,SAVINGS,XOF,7649599.11,2020-03-27,ACTIVE
6190,3108,66126516553202169345564,SAVINGS,XOF,4430605.2,2025-05-12,ACTIVE
6191,3108,67723866254522997012855,CHECKING,XOF,8390164.29,2025-09-29,ACTIVE
6192,3109,83861927623379950898982,SAVINGS,XOF,5780914.94,2020-05-20,BLOCKED
6193,3109,52680401938794662859834,SAVINGS,XOF,153226.19,2017-05-06,ACTIVE
6194,3110,23360772639736582375473,CHECKING,XOF,7668543.22,2017-06-02,ACTIVE
6195,3110,74242295778591224139942,SAVINGS,XOF,6730674.51,2022-11-24,ACTIVE
6196,3110,15114043000517935201237,CHECKING,XOF,1601583.85,2024-07-05,ACTIVE
6197,3111,85489528622035040049222,CHECKING,XOF,3231967.33,2023-04-22,ACTIVE
6198,3112,71772091259651882379379,SAVINGS,XOF,2337637.28,2020-03-20,ACTIVE
6199,3113,97510783806239466195261,BUSINESS,XOF,65727.66,2020-05-20,ACTIVE
6200,3113,25318378904627061322040,SAVINGS,XOF,6109405.88,2016-09-21,ACTIVE
6201,3113,71848615997370663292871,CHECKING,XOF,1581562.05,2016-08-23,ACTIVE
6202,3114,52606104726853413327705,CHECKING,XOF,6871197.63,2023-06-13,ACTIVE
6203,3114,62771487543998146633663,BUSINESS,XOF,875544.88,2017-05-15,ACTIVE
6204,3114,95307969321541649185988,BUSINESS,XOF,3028356.51,2017-03-10,CLOSED
6205,3115,69994870604908315330793,SAVINGS,XOF,1133982.46,2025-01-11,ACTIVE
6206,3115,69768550161966999870629,CHECKING,XOF,9784055.75,2016-10-06,ACTIVE
6207,3115,63874736404758064318090,BUSINESS,XOF,5990149.92,2020-07-28,ACTIVE
6208,3116,23743370157326264062494,SAVINGS,XOF,4394696.1,2021-12-22,ACTIVE
6209,3116,21645019227004377047437,CHECKING,XOF,6074545.46,2023-09-29,ACTIVE
6210,3117,26895715929526903000849,CHECKING,XOF,9125065.51,2021-03-08,ACTIVE
6211,3117,45224143954055617884592,CHECKING,XOF,7864565.18,2018-04-07,ACTIVE
6212,3118,23394188464311019683809,CHECKING,XOF,8716294.83,2017-10-12,ACTIVE
6213,3118,42374322330872472145061,SAVINGS,XOF,4661754.59,2024-08-17,ACTIVE
6214,3118,47965338808828310366136,CHECKING,XOF,5022469.4,2026-06-29,BLOCKED
6215,3119,82878379958378093193422,SAVINGS,XOF,9538712.34,2017-07-14,ACTIVE
6216,3119,50946017627765702430029,CHECKING,XOF,1143408.32,2019-01-31,ACTIVE
6217,3120,32145338550949935727763,CHECKING,XOF,7557274.39,2020-11-14,ACTIVE
6218,3120,71696030426073593841639,CHECKING,XOF,3799238.66,2022-05-18,ACTIVE
6219,3120,42509274310639708185068,SAVINGS,XOF,5811282.99,2016-11-10,ACTIVE
6220,3121,20815157325548180937697,BUSINESS,XOF,6542219.21,2023-05-22,ACTIVE
6221,3122,78651851916162940533986,CHECKING,XOF,4490439.17,2024-09-07,ACTIVE
6222,3123,74887560136401616250217,CHECKING,XOF,5992775.3,2021-10-30,ACTIVE
6223,3123,86109300471755806115038,SAVINGS,XOF,430100.19,2022-05-13,ACTIVE
6224,3124,84684381100535110656675,CHECKING,XOF,6292893.21,2025-07-02,ACTIVE
6225,3125,77958853096209722708420,SAVINGS,XOF,9609593.31,2021-12-16,ACTIVE
6226,3125,26048380618149363125886,CHECKING,XOF,1506475.29,2025-05-19,ACTIVE
6227,3125,33166359097259244427096,BUSINESS,XOF,5504926.53,2025-03-31,ACTIVE
6228,3126,96892227312791566293493,SAVINGS,XOF,8425260.84,2017-12-18,ACTIVE
6229,3126,90613836365045261822863,BUSINESS,XOF,6606831.13,2024-02-29,ACTIVE
6230,3127,84354876263946917909940,CHECKING,XOF,6599411.96,2021-09-07,BLOCKED
6231,3128,72707211622878833374019,CHECKING,XOF,6470224.35,2020-09-27,ACTIVE
6232,3128,78670322656112740615947,CHECKING,XOF,4192388.97,2018-02-10,ACTIVE
6233,3128,85877534697741143748153,BUSINESS,XOF,6855802.54,2020-06-25,ACTIVE
6234,3129,75504237969959894900930,SAVINGS,XOF,1719047.59,2018-02-13,ACTIVE
6235,3129,21750252102242014975573,CHECKING,XOF,160482.11,2023-07-21,ACTIVE
6236,3130,50388984838703847413473,SAVINGS,XOF,2404876.88,2022-01-12,ACTIVE
6237,3131,9861307473702405331546,SAVINGS,XOF,8045624.3,2022-06-01,CLOSED
6238,3132,36412376352936556958942,CHECKING,XOF,9014042.68,2021-10-09,ACTIVE
6239,3132,62097327582514341633501,CHECKING,XOF,3264005.4,2025-11-21,ACTIVE
6240,3133,83605053573696872747584,SAVINGS,XOF,6421040.61,2025-02-18,ACTIVE
6241,3133,76112979432558844049260,CHECKING,XOF,8214095.97,2020-03-24,ACTIVE
6242,3133,44838717602799351641317,CHECKING,XOF,1790533.84,2017-11-18,ACTIVE
6243,3134,11855146329146362130557,SAVINGS,XOF,9304811.83,2025-03-30,ACTIVE
6244,3134,26297598796193156214975,CHECKING,XOF,8769668.28,2024-12-22,ACTIVE
6245,3135,49925603751420859673985,CHECKING,XOF,904797.64,2019-09-23,BLOCKED
6246,3135,66431469803658448435885,BUSINESS,XOF,4588000.84,2026-06-13,ACTIVE
6247,3135,80712360985813334932290,CHECKING,XOF,9095179.47,2023-11-14,ACTIVE
6248,3136,8091964954638221361199,SAVINGS,XOF,9268814.7,2025-11-01,ACTIVE
6249,3136,414999077860399833761,SAVINGS,XOF,6492006.87,2020-09-09,ACTIVE
6250,3137,67915083214310753957748,BUSINESS,XOF,2939971.54,2024-02-11,ACTIVE
6251,3138,55858259823772149020382,SAVINGS,XOF,8914515.74,2025-10-16,ACTIVE
6252,3139,89612421655116280095674,CHECKING,XOF,6985520.03,2017-05-25,ACTIVE
6253,3139,42443134795513121000820,CHECKING,XOF,796196.11,2024-12-17,ACTIVE
6254,3140,44077621765174789475197,SAVINGS,XOF,7789950.2,2024-09-08,ACTIVE
6255,3140,35225289135133005516412,CHECKING,XOF,2434500.34,2024-02-04,ACTIVE
6256,3141,33346880369929290655710,CHECKING,XOF,8772425.07,2024-08-28,ACTIVE
6257,3141,69154931748968405264005,CHECKING,XOF,3526020.33,2022-07-25,ACTIVE
6258,3141,29503109651725728369497,CHECKING,XOF,4986637.62,2023-06-29,ACTIVE
6259,3142,52403473758368372052511,BUSINESS,XOF,4003657.13,2025-02-13,ACTIVE
6260,3142,28091057241877946411977,CHECKING,XOF,1276095.33,2018-01-27,ACTIVE
6261,3143,34483518347209002822405,CHECKING,XOF,4638609.16,2018-03-24,ACTIVE
6262,3143,64976420372254079557175,BUSINESS,XOF,4080487.51,2023-07-05,ACTIVE
6263,3144,87877991394115824212297,CHECKING,XOF,3107567.36,2022-01-20,ACTIVE
6264,3145,5991315397929448333774,BUSINESS,XOF,1353210.02,2024-11-18,ACTIVE
6265,3145,25614816371134544807301,CHECKING,XOF,6050297.83,2017-02-25,ACTIVE
6266,3145,48765705356325251187165,CHECKING,XOF,4110236.01,2016-10-02,ACTIVE
6267,3146,18375400743313036918915,CHECKING,XOF,3984560.61,2022-04-14,BLOCKED
6268,3147,81297895879597045260750,CHECKING,XOF,1773322.53,2021-12-02,ACTIVE
6269,3147,80152833116090916285000,CHECKING,XOF,9852740.94,2016-10-24,ACTIVE
6270,3147,74654683275009657509691,BUSINESS,XOF,6574756.33,2023-07-02,ACTIVE
6271,3148,85642436756950960162173,SAVINGS,XOF,9513735.59,2023-08-21,ACTIVE
6272,3148,23735919026608386628467,CHECKING,XOF,7516198.93,2017-03-19,ACTIVE
6273,3148,80299967622625772651165,SAVINGS,XOF,4001173.39,2024-05-15,ACTIVE
6274,3149,50034458191531875960295,CHECKING,XOF,6111095.86,2021-10-02,ACTIVE
6275,3149,65660233507557615062556,SAVINGS,XOF,128511.26,2022-05-30,ACTIVE
6276,3149,88289004588829917626240,CHECKING,XOF,1730802.47,2017-09-15,ACTIVE
6277,3150,95770244047299672374106,SAVINGS,XOF,8131919.2,2019-07-11,ACTIVE
6278,3150,76904600935467751399105,CHECKING,XOF,5281162.57,2017-08-18,ACTIVE
6279,3151,30850096917802017884750,CHECKING,XOF,9910466.02,2024-12-24,ACTIVE
6280,3151,93316764157093066684577,CHECKING,XOF,8968564.15,2017-08-04,ACTIVE
6281,3151,92916295692734472932660,CHECKING,XOF,9788992.88,2025-07-01,ACTIVE
6282,3152,45554320546703870688298,CHECKING,XOF,6171312.29,2022-08-11,ACTIVE
6283,3152,76440315639660936317425,CHECKING,XOF,7925132.4,2017-03-31,ACTIVE
6284,3153,71293667327145901149247,CHECKING,XOF,342388.33,2023-09-19,ACTIVE
6285,3153,93097900739289792270087,BUSINESS,XOF,711816.05,2021-09-25,ACTIVE
6286,3153,17261940699052597945437,CHECKING,XOF,5168279.05,2021-06-17,ACTIVE
6287,3154,66786312048976875473390,CHECKING,XOF,6357499.99,2019-12-17,ACTIVE
6288,3154,78441161130675121894384,CHECKING,XOF,5916410.08,2024-06-12,ACTIVE
